City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Country,Current Description
344,Mahina,-17.5065,-149.489,82.17,57,20,8.05,PF,few clouds
345,Matagami,49.7502,-77.6328,60.91,63,20,5.75,CA,few clouds
346,Torbay,47.6666,-52.7314,65.88,92,100,19.57,CA,overcast clouds
347,Tekeli,44.83,78.8239,67.68,39,0,2.46,KZ,clear sky
348,Kutum,14.2,24.6667,73.09,71,100,13.69,SD,moderate rain
349,Dingli,35.8614,14.3822,73.81,88,0,1.14,MT,clear sky
350,Pirgos,35.1167,25.7178,75.61,45,0,14.83,GR,clear sky
351,Nikolskoye,59.7035,30.7861,62.8,85,34,4.97,RU,scattered clouds
352,Minna,9.6139,6.5569,76.71,94,20,2.3,NG,light rain
353,Yulara,-25.2406,130.9889,55.24,47,0,17.27,AU,clear sky
354,Adrar,20.5022,-10.0711,96.8,21,92,8.37,MR,overcast clouds
355,Nagato,34.3833,131.2,85.05,69,85,16.87,JP,overcast clouds
356,Ahipara,-35.1667,173.1667,55.81,96,100,11.63,NZ,light rain
357,Narsaq,60.9167,-46.05,47.64,65,100,5.84,GL,overcast clouds
358,Cayenne,4.9333,-52.3333,81.09,1,75,2.3,GF,broken clouds
359,Saldanha,-33.0117,17.9442,55.45,94,100,8.88,ZA,light rain
360,Kangaatsiaq,68.3065,-53.4641,41.05,92,39,10.09,GL,scattered clouds
361,Vancouver,49.2497,-123.1193,73.98,53,62,4.0,CA,broken clouds
362,Portland,45.5234,-122.6762,81.01,48,0,4.0,US,clear sky
363,Harwich,51.9419,1.2844,60.01,84,100,1.01,GB,overcast clouds
364,Wanning,18.8003,110.3967,83.61,83,91,4.81,CN,moderate rain
365,Puerto Leguizamo,-0.1934,-74.7819,71.04,98,36,1.03,CO,scattered clouds
366,Roald,62.5833,6.1333,55.17,79,100,18.01,NO,overcast clouds
367,Saint-Augustin,51.226,-58.6502,52.47,72,100,12.93,CA,overcast clouds
368,Talnakh,69.4865,88.3972,58.21,46,52,0.72,RU,broken clouds
369,Parabel,58.6978,81.4825,59.85,65,100,4.43,RU,overcast clouds
370,Yeppoon,-23.1333,150.7333,62.38,45,0,16.51,AU,clear sky
371,Merauke,-8.4667,140.3333,79.29,70,100,15.95,ID,overcast clouds
372,Wagar,16.1525,36.2032,79.11,73,100,20.15,SD,overcast clouds
373,Ankazobe,-18.3167,47.1167,52.0,86,49,4.81,MG,scattered clouds
374,Alofi,-19.0595,-169.9187,78.12,69,9,22.41,NU,clear sky
375,Taltal,-25.4,-70.4833,54.61,81,33,5.77,CL,scattered clouds
376,San Cristobal,7.7669,-72.225,65.97,89,80,2.62,VE,broken clouds
377,Boma,7.0805,-2.1697,70.21,100,95,3.44,GH,overcast clouds
378,East London,-33.0153,27.9116,57.31,65,0,8.28,ZA,clear sky
379,Diego De Almagro,-26.3667,-70.05,47.66,83,11,3.4,CL,few clouds
380,Chandbali,20.7833,86.7667,84.29,76,100,7.7,IN,very heavy rain
381,Darhan,49.4867,105.9228,73.6,44,99,7.07,MN,overcast clouds
382,Anloga,5.7947,0.8973,75.97,85,100,11.07,GH,overcast clouds
383,Manzanillo,20.3433,-77.1167,77.32,84,11,8.93,CU,few clouds
384,Macomb,40.4592,-90.6718,75.61,78,0,4.61,US,clear sky
385,Gondanglegi,-7.7479,112.0132,81.32,77,98,8.37,ID,overcast clouds
386,Mananara,-16.1667,49.7667,65.93,91,65,4.9,MG,broken clouds
387,Semnan,35.5729,53.3971,73.6,17,0,2.42,IR,clear sky
388,Port Hedland,-20.3167,118.5667,71.65,24,18,19.57,AU,few clouds
389,Banjar,-8.19,114.9675,83.82,68,66,1.01,ID,broken clouds
390,Ak-Dovurak,51.1833,90.6,52.7,77,100,2.17,RU,overcast clouds
391,Moussoro,13.6408,16.4901,82.0,57,95,13.71,TD,overcast clouds
392,Binzhou,37.3667,118.0167,86.31,60,96,1.7,CN,overcast clouds
393,Huangmei,30.1924,116.025,91.9,63,100,3.76,CN,overcast clouds
394,Morgan City,29.6994,-91.2068,81.01,88,100,6.6,US,overcast clouds
395,Gwadar,25.1216,62.3254,85.51,80,33,2.59,PK,scattered clouds
396,Atherton,53.5237,-2.4935,58.55,85,58,2.35,GB,broken clouds
397,Yerbogachen,61.2767,108.0108,62.24,47,100,4.65,RU,overcast clouds
398,Meulaboh,4.1363,96.1285,80.17,81,18,6.11,ID,few clouds
399,Sulangan,11.1373,123.7228,83.25,75,20,4.03,PH,few clouds
400,Norcasia,5.5778,-74.8852,72.01,90,87,2.46,CO,light rain
401,Mandalgovi,45.7625,106.2708,72.88,31,99,14.97,MN,overcast clouds
402,Prince Rupert,54.3161,-130.3201,55.49,88,100,10.36,CA,light rain
